序号,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
109,25.08,8.25,32.39,18.38,12.21,22.80,35.36,22.80,36.24,32.02,36.67,39.29,42.11,38.47,37.66,35.51,35.23,30.27,28.44,30.59,26.57,23.71,20.59,23.60,27.73,40.20,41.05,26.08,21.63,21.95,22.85,34.93,35.90,34.37,30.08,34.54,35.74,30.89,36.14,29.55,32.76,11.18,13.15,18.11,23.19,25.02,24.02,26.17,26.17,32.06,38.01,37.64,25.30,20.62,17.72,13.93,19.24,37.12,39.01,34.01,32.98,33.53,33.84,34.01,25.94,26.00,29.73,28.28,28.00,25.32,24.74,22.20,23.09,10.77,14.87,18.00,15.00,18.11,10.20,11.18,9.22,7.62,13.34,15.30,21.21,23.41,22.47,23.26,19.31,17.20,9.90,8.49,5.66,4.12,2.24,3.16,9.85,11.70,17.12,25.02,23.00,21.02,17.03,13.15,17.26,13.42,8.06,8.06,11.00,0.00,8.60,15.65,25.50,29.00,30.61,30.81,32.56,33.97,25.71,25.63,28.23,21.93,17.03,18.87,22.80,40.01,35.13,33.24,27.17,24.08,25.08,25.55,36.24,39.70,38.90,34.66,27.80,23.60,21.63,25.46,27.66,29.21,27.20,15.62,16.97,14.76,38.08,37.58,36.06,40.72,41.11,40.26,34.48,32.20,45.80,41.79,42.76,31.62,30.08,31.38,33.29,41.23,44.65,42.54,39.96,36.24,43.86,44.60,36.40,34.54,32.31,35.74,37.64,39.85,41.23,44.55,43.05,39.05,45.18,39.12,41.00
110,16.76,5.83,27.07,12.00,3.61,14.76,27.86,18.60,27.66,25.71,28.23,31.40,35.06,31.02,30.07,28.02,28.02,23.02,21.00,23.02,18.44,15.23,12.08,15.00,19.31,33.02,34.13,17.49,13.04,13.42,14.56,27.17,28.16,27.00,23.35,27.66,29.27,23.41,30.07,22.56,25.08,10.44,6.71,11.40,17.89,18.44,18.03,19.10,20.62,25.96,31.26,33.12,21.40,16.40,14.14,11.66,14.42,31.05,32.25,27.66,28.18,29.15,29.68,30.61,23.35,22.67,25.81,22.85,21.59,20.12,17.03,15.13,16.28,3.16,7.00,12.08,9.43,13.04,4.24,8.06,7.28,8.00,10.00,11.31,16.12,19.85,19.10,20.52,16.28,16.55,2.00,1.41,3.16,6.08,7.81,11.31,5.00,6.71,15.00,21.54,19.31,17.89,13.42,9.43,12.65,7.07,8.54,3.61,9.22,8.60,0.00,7.28,17.20,20.52,22.47,22.83,24.04,25.61,20.02,19.10,21.38,13.45,8.94,11.40,17.03,35.90,30.27,28.16,22.36,19.65,20.62,18.03,28.02,31.40,30.41,26.17,19.72,15.65,13.93,17.03,19.10,20.62,18.60,7.07,8.60,8.00,29.73,29.15,27.46,32.31,34.93,32.39,25.94,23.77,37.20,33.53,35.13,23.02,21.84,22.83,24.70,32.65,36.06,34.00,31.38,27.73,35.47,36.40,28.16,26.25,24.04,27.66,29.61,31.78,33.38,37.05,36.67,32.76,39.05,32.98,35.85
111,9.49,12.04,26.57,12.21,4.00,11.00,24.19,15.26,21.26,19.70,21.02,24.19,28.28,24.02,23.00,21.02,21.21,16.28,14.14,16.03,11.18,8.06,5.00,8.60,12.08,26.17,27.46,10.63,6.40,6.40,7.28,20.02,21.02,20.10,21.21,25.02,27.17,20.02,28.44,20.10,21.21,12.65,5.10,6.40,13.45,12.53,12.81,12.65,15.62,20.12,24.74,28.43,18.03,13.42,12.37,12.04,11.18,25.08,25.71,21.54,23.43,24.76,25.46,27.02,21.02,19.72,22.02,17.80,15.65,15.56,10.05,8.94,10.30,5.00,2.00,8.06,7.07,9.85,6.40,9.49,10.30,12.21,10.05,10.05,12.21,17.00,16.55,18.38,14.56,17.00,7.00,8.06,10.44,13.34,14.42,18.03,10.20,10.77,18.87,23.43,21.26,20.52,16.40,13.42,14.87,9.43,15.03,10.00,14.56,15.65,7.28,0.00,12.37,14.76,17.72,18.44,18.03,20.12,19.70,17.72,19.24,8.25,6.71,9.85,17.00,36.25,30.08,27.86,22.83,20.81,21.63,15.03,22.85,25.94,24.41,20.25,15.30,12.00,11.18,11.70,13.04,14.21,12.04,3.61,5.39,9.22,22.47,21.93,20.62,25.08,28.79,25.18,18.87,16.55,30.48,26.25,28.02,16.28,14.56,15.81,17.80,26.17,29.21,26.93,24.41,20.59,28.23,29.12,20.88,18.97,16.76,20.40,22.36,24.52,26.17,30.00,30.36,26.57,32.89,26.93,30.53
112,10.82,18.60,17.69,10.20,13.89,3.16,12.00,25.50,11.70,25.00,16.28,22.85,29.68,24.70,23.32,22.20,23.43,19.85,17.80,18.38,12.81,8.94,9.06,5.39,10.63,27.46,29.41,7.07,7.07,8.25,10.77,20.25,21.10,22.02,10.82,13.60,16.16,8.25,17.89,9.43,9.00,25.00,17.46,17.03,22.80,19.70,21.19,18.36,23.77,25.81,27.66,35.51,27.89,24.19,24.00,24.33,22.09,29.73,28.43,26.25,30.89,32.65,33.54,35.85,31.58,29.83,31.02,25.50,21.95,24.35,14.76,16.76,18.03,16.55,14.32,19.03,19.10,21.02,18.38,21.84,22.47,24.17,22.36,22.09,22.36,27.46,27.29,29.27,26.02,29.15,15.62,17.03,19.85,21.93,25.00,28.43,16.40,15.26,19.10,18.97,17.46,18.11,16.12,16.16,14.14,13.04,21.10,17.69,18.79,25.50,17.20,12.37,0.00,4.12,5.39,6.08,7.62,8.49,12.53,9.43,9.22,4.12,8.49,7.62,11.40,27.66,21.26,19.10,16.12,15.81,16.16,5.00,10.82,14.21,13.60,9.43,3.00,3.00,5.10,1.41,4.12,6.08,5.83,10.30,8.60,11.66,18.44,17.26,13.04,20.10,32.56,23.77,13.15,13.00,21.54,22.36,27.31,9.06,13.60,10.44,11.05,16.55,20.88,20.10,17.12,15.13,23.02,25.32,18.03,16.16,14.76,18.79,20.62,22.14,24.70,29.55,33.42,30.41,36.24,31.11,36.24
113,10.20,22.47,20.00,14.32,17.03,7.28,11.70,26.02,7.62,23.71,12.65,19.72,27.02,22.02,20.62,19.80,21.26,18.36,16.55,16.64,11.70,9.00,10.44,6.32,8.94,24.84,26.91,6.08,8.54,9.22,11.00,17.69,18.44,19.85,12.81,14.42,17.20,9.22,19.21,11.40,8.94,27.31,19.70,18.25,23.09,19.42,21.21,17.72,23.54,24.60,25.50,34.44,28.16,25.02,25.32,26.25,23.09,28.02,26.17,24.70,30.08,31.95,32.89,35.44,32.06,30.15,30.81,25.00,21.19,24.33,14.32,17.03,18.11,19.42,16.55,20.22,20.88,22.20,21.10,24.17,25.06,26.93,24.35,23.77,23.00,28.02,28.00,30.00,27.17,30.81,19.10,20.52,23.35,25.61,28.32,31.83,20.25,19.24,23.19,22.56,21.21,22.02,20.22,20.25,18.25,17.00,25.06,21.40,22.85,29.00,20.52,14.76,4.12,0.00,4.47,5.83,3.61,5.39,15.81,12.65,11.66,7.07,12.21,11.70,15.13,29.73,23.43,21.40,19.31,19.42,19.65,8.25,8.25,11.18,9.90,5.66,4.47,7.07,9.22,3.61,2.00,2.83,4.12,13.45,12.04,15.65,14.87,13.60,9.00,16.28,30.48,20.59,9.49,10.00,17.46,18.68,24.19,5.39,11.40,7.21,7.28,12.53,16.76,16.03,13.04,11.40,19.10,21.59,14.76,13.04,12.04,15.81,17.49,18.79,21.47,26.42,31.11,28.43,33.94,29.21,34.67
114,14.56,23.35,16.12,13.89,19.24,7.81,7.28,30.15,9.06,28.18,16.12,23.60,31.14,26.17,24.76,24.08,25.61,22.83,21.02,21.10,16.16,13.15,14.04,10.00,13.42,29.00,31.11,10.44,12.04,13.00,15.13,21.93,22.63,24.21,8.94,10.00,12.81,5.00,14.87,7.62,4.47,30.36,22.80,22.02,27.29,23.77,25.50,22.14,27.89,29.07,29.83,38.91,32.39,29.02,29.07,29.61,27.00,32.45,30.48,29.15,34.54,36.40,37.34,39.85,36.22,34.37,35.17,29.41,25.63,28.64,18.68,21.21,22.36,21.93,19.65,24.02,24.33,26.02,23.77,27.20,27.86,29.55,27.66,27.29,27.07,32.14,32.06,34.06,31.02,34.37,20.81,22.20,25.00,26.91,30.23,33.60,21.21,19.85,22.14,20.02,19.03,20.22,19.31,20.25,17.46,17.69,25.61,22.67,23.02,30.61,22.47,17.72,5.39,4.47,0.00,1.41,5.39,4.12,13.04,10.00,8.25,9.49,13.60,12.04,13.15,25.61,19.42,17.49,16.28,17.00,17.03,6.32,5.66,9.22,9.49,6.00,2.83,7.07,9.22,6.08,6.32,7.21,8.54,15.65,13.89,16.28,18.36,17.00,11.70,19.31,34.83,24.41,13.04,14.14,18.25,21.93,28.02,9.22,15.81,11.31,10.82,13.15,18.03,18.25,15.30,14.76,21.84,24.70,18.60,17.03,16.28,19.85,21.40,22.47,25.24,30.23,35.38,32.80,38.21,33.60,39.12
115,15.81,23.35,14.76,13.60,19.70,8.06,6.08,31.26,10.20,29.53,17.49,25.00,32.56,27.59,26.17,25.50,27.02,24.19,22.36,22.47,17.46,14.32,15.00,11.05,14.76,30.41,32.53,11.70,13.00,14.04,16.28,23.35,24.04,25.61,7.62,8.60,11.40,3.61,13.45,6.32,3.16,31.05,23.54,23.00,28.44,25.00,26.68,23.41,29.12,30.41,31.24,40.25,33.54,30.07,30.02,30.41,28.02,33.84,31.89,30.53,35.85,37.70,38.63,41.11,37.34,35.51,36.40,30.68,26.93,29.83,19.92,22.36,23.54,22.47,20.40,25.00,25.18,27.00,24.35,27.89,28.46,30.08,28.44,28.16,28.16,33.24,33.14,35.13,32.00,35.23,21.10,22.47,25.24,27.02,30.53,33.84,21.26,19.80,21.54,19.00,18.11,19.42,18.79,20.00,17.00,17.69,25.50,22.80,22.80,30.81,22.83,18.44,6.08,5.83,1.41,0.00,6.71,5.00,12.00,9.06,7.07,10.20,13.89,12.04,12.37,24.21,18.03,16.12,15.13,16.03,16.00,5.83,5.83,9.43,10.20,7.07,3.16,7.21,9.22,7.00,7.62,8.60,9.85,16.16,14.32,16.28,19.72,18.36,13.00,20.62,36.24,25.81,14.42,15.56,19.10,23.26,29.41,10.63,17.20,12.73,12.21,14.04,19.00,19.42,16.49,16.12,23.09,26.00,20.00,18.44,17.69,21.26,22.80,23.85,26.63,31.62,36.80,34.21,39.62,35.00,40.50
116,12.04,26.08,21.47,17.72,20.52,10.77,11.40,28.07,4.12,24.35,10.82,18.44,26.17,21.26,19.85,19.42,21.10,18.97,17.46,17.09,13.04,11.40,13.42,9.43,10.05,24.08,26.25,8.25,11.66,12.08,13.34,17.20,17.80,19.72,14.32,14.87,17.69,10.30,19.85,13.00,9.22,30.41,22.83,20.88,25.02,21.02,23.00,19.10,25.08,25.30,25.24,35.11,30.00,27.29,27.89,29.15,25.50,28.18,25.81,25.08,31.05,32.98,33.96,36.67,34.01,32.00,32.25,26.31,22.36,26.02,16.00,19.10,20.02,22.80,19.72,22.80,23.77,24.74,24.41,27.29,28.30,30.23,27.31,26.57,25.18,30.07,30.15,32.14,29.61,33.53,22.67,24.08,26.91,29.21,31.83,35.36,23.85,22.83,26.48,25.18,24.02,25.02,23.54,23.77,21.59,20.59,28.65,25.00,26.40,32.56,24.04,18.03,7.62,3.61,5.39,6.71,0.00,3.16,18.25,15.13,13.60,10.63,15.81,15.23,18.00,30.81,24.70,22.83,21.59,22.09,22.20,11.00,6.08,8.25,6.40,2.24,7.00,10.44,12.65,7.21,5.00,4.12,6.32,16.97,15.62,19.24,13.04,11.66,6.32,13.93,30.23,19.21,7.81,9.43,13.93,16.55,22.80,4.47,11.70,6.71,5.66,8.94,13.34,13.04,10.05,9.43,16.49,19.31,13.45,12.04,11.66,14.87,16.28,17.20,20.00,25.00,30.61,28.30,33.42,29.15,34.89
117,15.00,27.02,19.31,17.89,22.20,11.40,8.49,31.02,5.39,27.51,13.45,21.21,29.07,24.21,22.80,22.47,24.19,22.14,20.62,20.25,16.12,14.14,15.81,11.70,13.15,27.02,29.21,11.05,13.93,14.56,16.12,20.25,20.81,22.83,12.37,12.21,15.00,8.25,17.20,11.18,6.71,32.70,25.08,23.54,28.00,24.08,26.02,22.20,28.16,28.46,28.30,38.28,33.02,30.15,30.59,31.62,28.28,31.30,28.84,28.23,34.21,36.14,37.11,39.81,37.00,35.01,35.36,29.43,25.50,29.07,19.03,22.02,23.00,24.70,21.93,25.50,26.25,27.46,26.42,29.55,30.41,32.25,29.73,29.12,28.07,33.02,33.06,35.06,32.39,36.14,24.08,25.50,28.32,30.41,33.42,36.88,24.84,23.60,26.25,24.00,23.09,24.33,23.41,24.19,21.54,21.40,29.41,26.17,26.93,33.97,25.61,20.12,8.49,5.39,4.12,5.00,3.16,0.00,17.00,14.04,12.04,12.21,16.97,15.81,17.26,28.30,22.36,20.62,20.10,21.02,21.00,10.44,3.00,5.83,5.39,2.24,6.71,10.82,13.04,8.60,7.28,7.00,9.06,18.60,17.03,20.00,15.62,14.21,8.60,16.12,33.29,21.93,10.63,12.53,14.14,18.87,25.50,7.62,14.87,9.85,8.60,9.06,14.00,14.56,11.70,12.04,18.38,21.47,16.28,15.00,14.76,17.80,19.10,19.85,22.67,27.66,33.60,31.38,36.40,32.25,38.01
118,22.67,17.46,7.07,8.06,18.44,10.63,12.53,34.89,22.09,36.77,28.46,35.34,42.19,37.22,35.85,34.67,35.81,31.89,29.73,30.61,24.84,20.52,19.21,17.03,23.02,39.96,41.88,19.42,17.69,19.10,21.93,32.76,33.62,34.41,5.83,9.90,10.30,9.22,10.44,6.32,11.40,30.27,24.04,25.94,32.76,30.61,31.62,29.73,34.41,37.48,40.00,46.86,37.59,33.11,31.95,30.81,30.87,41.77,40.80,38.21,42.01,43.60,44.41,46.32,40.72,39.36,41.34,36.40,33.30,34.67,26.17,27.20,28.60,21.38,21.54,27.73,26.57,29.55,23.35,27.46,27.17,28.02,28.86,29.41,31.76,36.67,36.25,38.08,34.18,35.90,18.03,19.00,21.10,21.59,26.31,28.86,16.12,14.14,11.31,7.00,6.32,8.06,9.43,12.65,8.54,13.00,18.38,18.11,15.23,25.71,20.02,19.70,12.53,15.81,13.04,12.00,18.25,17.00,0.00,3.16,5.10,14.14,13.00,9.85,3.00,16.55,10.44,8.25,3.61,4.12,4.00,7.62,17.26,20.62,22.09,19.03,11.40,10.00,9.22,13.89,16.55,18.38,18.36,16.16,14.32,12.04,30.68,29.41,24.52,32.02,44.82,36.25,25.30,25.50,31.06,34.48,39.81,21.19,26.08,22.85,23.09,26.02,31.00,31.26,28.28,27.20,34.71,37.36,30.46,28.64,27.29,31.30,33.11,34.54,37.16,42.05,45.80,42.64,48.60,43.28,48.08
119,19.80,17.46,8.94,7.28,17.03,7.81,10.63,32.70,19.03,33.97,25.30,32.20,39.12,34.13,32.76,31.62,32.80,29.00,26.87,27.66,21.93,17.69,16.64,14.14,20.00,36.89,38.83,16.40,15.00,16.40,19.21,29.68,30.53,31.40,4.47,8.94,10.20,6.71,11.00,4.24,8.94,29.02,22.36,23.77,30.41,28.02,29.15,27.02,31.91,34.71,37.01,44.20,35.34,31.02,30.08,29.27,28.79,38.90,37.80,35.36,39.41,41.05,41.88,43.91,38.63,37.16,38.95,33.84,30.61,32.25,23.43,24.70,26.08,20.02,19.65,25.63,24.74,27.51,22.02,26.08,26.00,27.07,27.29,27.66,29.55,34.54,34.18,36.06,32.28,34.37,17.12,18.25,20.62,21.54,25.96,28.79,15.81,13.93,13.04,10.05,9.06,10.44,10.63,13.04,9.22,12.37,18.87,17.72,15.81,25.63,19.10,17.72,9.43,12.65,10.00,9.06,15.13,14.04,3.16,0.00,2.83,11.40,11.18,8.06,3.61,18.87,12.53,10.30,6.71,7.00,7.07,4.47,14.56,18.03,19.24,16.00,8.25,7.07,6.71,10.82,13.42,15.23,15.26,14.32,12.37,11.18,27.51,26.25,21.38,28.86,41.87,33.11,22.14,22.36,28.16,31.32,36.67,18.03,23.02,19.70,19.92,23.09,28.02,28.16,25.18,24.04,31.58,34.21,27.31,25.50,24.19,28.18,29.97,31.38,34.01,38.91,42.80,39.70,45.61,40.36,45.28
120,20.00,20.12,8.49,9.85,19.03,8.54,7.81,33.84,17.26,34.21,24.17,31.38,38.60,33.60,32.20,31.24,32.56,29.07,27.02,27.59,22.02,18.03,17.46,14.42,19.80,36.40,38.42,16.28,15.65,17.00,19.72,29.21,30.00,31.14,2.00,6.32,8.00,4.12,9.22,1.41,6.32,31.02,24.08,25.00,31.38,28.65,29.97,27.46,32.65,35.00,36.80,44.65,36.40,32.28,31.58,31.06,30.08,38.95,37.54,35.47,39.96,41.68,42.54,44.72,39.85,38.28,39.81,34.48,31.06,33.11,23.85,25.50,26.83,22.02,21.21,26.93,26.31,28.86,24.02,28.00,28.07,29.27,29.07,29.27,30.68,35.74,35.44,37.36,33.73,36.12,19.42,20.62,23.09,24.17,28.46,31.38,18.38,16.55,15.81,12.04,11.40,13.00,13.45,15.81,12.04,14.87,21.63,20.25,18.60,28.23,21.38,19.24,9.22,11.66,8.25,7.07,13.60,12.04,5.10,2.83,0.00,12.08,13.00,10.05,6.40,18.44,12.04,9.90,8.06,9.22,9.06,4.47,12.17,15.52,17.03,14.14,7.21,7.62,8.06,10.63,12.81,14.42,14.87,16.03,14.04,13.60,26.40,25.08,19.92,27.51,41.73,32.25,21.02,21.63,26.02,30.08,35.85,17.00,22.67,18.87,18.79,21.00,26.02,26.48,23.54,22.85,30.08,32.89,26.42,24.70,23.60,27.46,29.15,30.41,33.12,38.08,42.52,39.60,45.34,40.31,45.45
121,8.60,15.65,20.25,9.22,10.00,3.61,16.03,21.84,14.42,22.63,17.03,22.56,28.64,23.77,22.47,21.02,21.95,17.80,15.62,16.64,10.82,6.40,5.39,3.16,9.49,26.40,28.18,6.08,3.61,5.00,7.81,19.31,20.25,20.59,13.93,17.26,19.65,12.04,21.19,12.65,13.04,20.88,13.34,13.15,19.31,16.64,17.89,15.62,20.59,23.35,26.08,32.80,24.35,20.40,20.02,20.22,18.25,27.66,26.93,24.08,28.02,29.68,30.53,32.65,27.89,26.25,27.73,22.47,19.21,21.02,12.04,13.42,14.76,12.53,10.20,15.13,15.03,17.12,14.32,17.72,18.38,20.12,18.25,18.03,18.68,23.77,23.54,25.50,22.09,25.08,12.04,13.45,16.28,18.60,21.26,24.76,13.42,12.65,18.11,19.72,17.89,18.03,15.13,14.14,13.15,10.44,18.38,14.42,16.49,21.93,13.45,8.25,4.12,7.07,9.49,10.20,10.63,12.21,14.14,11.40,12.08,0.00,5.39,6.08,12.21,30.23,23.85,21.63,17.69,16.64,17.20,7.62,14.76,18.03,16.97,12.73,7.07,4.47,5.00,3.61,5.83,7.62,6.08,6.40,5.00,9.22,19.00,18.03,14.87,21.10,30.81,23.54,14.14,13.04,24.19,23.00,26.93,10.44,12.65,11.05,12.37,19.42,23.26,21.84,18.97,16.12,24.19,26.00,18.11,16.12,14.32,18.44,20.40,22.20,24.52,29.12,31.91,28.60,34.67,29.21,33.94
122,12.37,10.30,19.92,5.66,6.08,5.83,18.97,21.95,19.72,25.24,22.20,27.17,32.57,27.89,26.68,25.00,25.63,21.02,18.79,20.25,14.56,10.20,7.62,8.06,14.04,30.36,31.95,11.05,7.07,8.25,10.77,23.54,24.52,24.35,15.00,19.10,21.00,14.56,22.09,14.04,16.16,18.03,11.18,13.04,20.00,18.44,19.10,18.03,21.93,25.81,29.55,34.66,24.70,20.12,18.97,18.11,17.89,30.53,30.46,26.93,29.70,31.14,31.89,33.60,27.73,26.42,28.60,24.04,21.40,22.02,14.76,14.87,16.28,9.06,8.54,14.76,13.60,16.55,11.05,15.00,15.13,16.49,16.12,16.49,18.87,23.71,23.26,25.08,21.19,23.19,7.21,8.60,11.40,13.45,16.64,20.00,8.06,7.28,13.60,16.97,14.87,14.42,10.77,9.00,8.94,5.10,13.00,9.22,11.18,17.03,8.94,6.71,8.49,12.21,13.60,13.89,15.81,16.97,13.00,11.18,13.00,5.39,0.00,3.16,10.30,29.55,23.41,21.19,16.12,14.21,15.00,9.22,19.21,22.67,22.02,17.80,10.82,6.71,5.10,8.60,11.18,13.00,11.40,3.16,1.41,4.00,24.08,23.19,20.25,26.31,34.00,28.16,19.42,18.03,29.53,28.07,31.40,15.81,17.12,16.28,17.72,24.70,28.64,27.20,24.35,21.38,29.43,31.06,23.00,21.00,19.03,23.09,25.08,27.02,29.15,33.54,35.34,31.76,38.01,32.25,36.40
123,14.32,11.31,16.76,3.16,9.00,4.47,16.55,25.06,19.31,27.80,23.00,28.64,34.54,29.73,28.46,26.93,27.73,23.32,21.10,22.36,16.55,12.08,10.00,9.22,15.52,32.31,34.01,12.17,8.94,10.30,13.04,25.30,26.25,26.40,12.04,16.28,18.03,12.08,19.03,11.18,13.89,21.00,14.32,16.12,23.02,21.21,22.02,20.62,24.84,28.43,31.76,37.48,27.78,23.26,22.14,21.21,21.02,33.02,32.65,29.41,32.56,34.06,34.83,36.62,30.87,29.53,31.62,26.91,24.08,25.00,17.20,17.69,19.10,12.00,11.70,17.89,16.76,19.70,14.00,18.03,18.03,19.24,19.24,19.65,21.95,26.83,26.40,28.23,24.35,26.31,9.49,10.77,13.42,15.00,18.79,21.95,9.22,7.81,12.04,14.21,12.21,12.08,9.06,8.54,7.07,5.66,13.60,10.82,11.18,18.87,11.40,9.85,7.62,11.70,12.04,12.04,15.23,15.81,9.85,8.06,10.05,6.08,3.16,0.00,7.21,26.40,20.25,18.03,13.04,11.31,12.04,6.71,17.69,21.26,21.10,17.00,9.22,5.00,2.83,8.25,11.18,13.15,12.00,6.32,4.47,4.24,25.02,24.00,20.40,27.02,36.36,29.61,20.02,19.10,29.15,29.02,32.98,16.12,18.68,17.00,18.11,24.17,28.46,27.46,24.52,22.02,30.07,32.02,24.19,22.20,20.40,24.52,26.48,28.28,30.59,35.17,37.59,34.13,40.31,34.67,39.05
124,20.81,14.56,10.05,5.10,15.52,8.94,14.21,32.25,22.02,34.71,27.66,34.18,40.71,35.78,34.44,33.12,34.13,30.00,27.80,28.84,23.02,18.60,16.97,15.26,21.47,38.47,40.31,17.89,15.62,17.03,19.85,31.30,32.20,32.76,7.81,12.21,13.00,10.30,13.34,7.81,12.53,27.29,21.19,23.32,30.23,28.32,29.21,27.59,32.02,35.38,38.28,44.60,34.99,30.41,29.15,27.89,28.18,39.82,39.12,36.24,39.70,41.23,42.01,43.83,38.01,36.72,38.83,34.06,31.11,32.20,24.08,24.84,26.25,18.44,18.79,25.06,23.77,26.83,20.40,24.52,24.19,25.02,25.96,26.57,29.15,34.00,33.54,35.34,31.38,32.98,15.03,16.00,18.11,18.68,23.35,25.96,13.15,11.18,9.43,7.62,6.08,7.07,7.07,9.85,5.83,10.00,15.65,15.13,12.53,22.80,17.03,17.00,11.40,15.13,13.15,12.37,18.00,17.26,3.00,3.61,6.40,12.21,10.30,7.21,0.00,19.31,13.34,11.18,5.83,4.47,5.00,7.00,18.03,21.54,22.56,19.10,11.00,8.54,7.21,12.65,15.52,17.46,17.09,13.42,11.66,9.06,29.83,28.64,24.08,31.40,43.01,35.11,24.52,24.35,31.40,33.73,38.63,20.40,24.60,21.84,22.36,26.31,31.14,31.02,28.02,26.48,34.23,36.67,29.41,27.51,26.00,30.08,31.95,33.53,36.06,40.85,44.10,40.80,46.87,41.40,46.01
125,38.42,32.14,10.00,24.35,34.79,26.63,20.12,51.43,33.62,52.63,41.62,49.20,56.73,51.74,50.33,49.52,50.91,47.51,45.45,46.01,40.46,36.40,35.51,32.80,38.21,54.56,56.64,34.71,33.84,35.23,38.01,47.42,48.17,49.50,16.97,16.12,13.42,20.62,11.18,18.38,21.63,46.32,40.50,42.49,49.24,46.87,48.02,45.80,50.77,53.41,55.15,63.01,54.12,49.66,48.47,47.13,47.42,57.38,55.87,53.91,58.25,59.91,60.75,62.77,57.27,55.90,57.80,52.70,49.41,51.11,42.20,43.57,44.94,37.64,38.08,44.28,43.08,46.10,39.56,43.68,43.17,43.74,45.22,45.88,48.30,53.23,52.80,54.63,50.70,52.20,33.96,34.71,36.35,36.06,41.11,43.00,31.40,29.43,23.02,15.00,17.03,19.00,23.09,27.17,23.35,28.86,32.00,33.38,29.02,40.01,35.90,36.25,27.66,29.73,25.61,24.21,30.81,28.30,16.55,18.87,18.44,30.23,29.55,26.40,19.31,0.00,6.40,8.60,13.60,16.28,15.30,22.80,26.83,28.79,31.78,30.53,25.46,25.81,25.55,29.07,31.11,32.56,33.24,32.70,30.87,28.16,43.83,42.44,36.89,44.42,60.11,50.00,38.60,39.70,40.16,47.17,53.60,34.83,41.01,36.88,36.40,35.85,40.85,42.49,39.82,40.22,46.53,49.74,44.20,42.64,41.77,45.45,47.01,48.01,50.80,55.80,60.83,58.00,63.66,58.73,63.89
126,32.02,27.02,3.61,18.44,28.86,20.25,14.56,45.19,27.73,46.23,35.51,43.01,50.45,45.45,44.05,43.19,44.55,41.11,39.05,39.62,34.06,30.00,29.15,26.40,31.83,48.27,50.33,28.32,27.46,28.84,31.62,41.11,41.87,43.14,10.63,10.44,8.06,14.42,6.00,12.04,15.65,40.61,34.48,36.25,42.94,40.50,41.68,39.41,44.42,47.01,48.80,56.61,47.85,43.46,42.38,41.23,41.23,50.99,49.52,47.51,51.87,53.54,54.38,56.44,51.08,49.66,51.48,46.32,43.01,44.78,35.81,37.22,38.59,31.78,31.95,38.08,37.00,39.92,33.73,37.85,37.48,38.21,39.29,39.85,42.05,47.01,46.62,48.47,44.60,46.32,28.28,29.15,31.02,31.06,36.01,38.21,26.02,24.02,18.68,10.77,12.37,14.56,18.11,22.02,18.00,23.19,27.29,28.02,24.19,35.13,30.27,30.08,21.26,23.43,19.42,18.03,24.70,22.36,10.44,12.53,12.04,23.85,23.41,20.25,13.34,6.40,0.00,2.24,8.00,11.05,10.05,16.40,21.19,23.54,26.25,24.60,19.10,19.42,19.24,22.67,24.76,26.25,26.87,26.57,24.70,22.36,37.74,36.36,30.89,38.47,53.74,43.83,32.45,33.42,34.93,41.18,47.43,28.60,34.66,30.61,30.23,30.36,35.44,36.77,34.01,34.13,40.72,43.83,38.01,36.40,35.47,39.20,40.80,41.88,44.65,49.65,54.49,51.62,57.31,52.35,57.49
